,NTAName,total_foreign_born,Europe::Northern Europe,Europe::Western Europe,Europe::Southern Europe,Europe::Eastern Europe,Asia::Eastern Asia,Asia::South Central Asia,Asia::South Eastern Asia,Asia::Western Asia,Africa::Eastern Africa,Africa::Middle Africa,Africa::Northern Africa,Africa::Southern Africa,Africa::Western Africa,Oceania,Americas::Latin America,Americas::Latin America::Central America,Americas::Latin America::South America,Americas::Northern America,total_tract_pop,foreign_born_pct,total_foreign_born_pct,Europe::Northern Europe_pct,Europe::Western Europe_pct,Europe::Southern Europe_pct,Europe::Eastern Europe_pct,Asia::Eastern Asia_pct,Asia::South Central Asia_pct,Asia::South Eastern Asia_pct,Asia::Western Asia_pct,Africa::Eastern Africa_pct,Africa::Middle Africa_pct,Africa::Northern Africa_pct,Africa::Southern Africa_pct,Africa::Western Africa_pct,Oceania_pct,Americas::Latin America_pct,Americas::Latin America::Central America_pct,Americas::Latin America::South America_pct,Americas::Northern America_pct,foreign_born_pct_pct
247,Washington Heights (North),32223,382,505,349,2131,610,488,290,348,280,0,31,43,180,92,26176,3066,2994,277,75554,42.6489663022474,42.6489663022474,0.5055986446779787,0.6683961140376419,0.4619212748497763,2.820499245572703,0.807369563491013,0.6458956507928104,0.38383143182359636,0.4605977181883157,0.3705958652089896,0.0,0.04103025650528099,0.05691293644280911,0.2382401990629219,0.12176721285438229,34.64541917039469,4.058024724038436,3.9627286444132674,0.36662519522460757,0.05644832345375149
248,Washington Heights (South),34050,273,345,263,446,677,619,766,324,34,73,100,62,155,128,29657,3369,3018,73,74814,45.512871922367474,45.512871922367474,0.3649049643114925,0.46114363621782023,0.35153848210228034,0.5961451065308632,0.9049108455636645,0.8273852487502339,1.023872537225653,0.43307402357847463,0.04544603951132141,0.09757532012724891,0.1336648220921218,0.08287218969711552,0.2071804742427888,0.1710909722779159,39.64097628786056,4.503167856283583,4.034004330740236,0.09757532012724891,0.06083469928404773
249,West Farms,5334,0,0,72,9,0,58,6,13,23,47,0,0,222,0,4868,620,394,0,17898,29.802212537713714,29.802212537713714,0.0,0.0,0.4022795843110962,0.05028494803888703,0.0,0.3240585540283831,0.03352329869259135,0.07263381383394793,0.12850597832160018,0.26259917309196557,0.0,0.0,1.24036205162588,0.0,27.19856967258912,3.4640741982344396,2.201363280813499,0.0,0.16651141210031128
250,West New Brighton-Silver Lake-Grymes Hill,7971,65,153,381,1355,478,613,129,330,24,23,213,10,504,71,3393,852,1368,78,35491,22.459215012256628,22.459215012256628,0.18314502268180666,0.43109520723563727,1.0735115944887434,3.8178693189822774,1.3468203206446705,1.727198444676115,0.36347242963004706,0.9298131920768645,0.06762277760559014,0.0648051618720239,0.6001521512496125,0.028176157335662564,1.4200783297173931,0.2000507170832042,9.560170183990307,2.40060860499845,3.854498323518638,0.21977402721816797,0.06328143758208174
251,West Village,5963,1208,602,666,361,775,143,166,321,103,33,48,71,8,270,694,302,373,491,32518,18.337536133833567,18.337536133833567,3.7148656128913213,1.8512823666892182,2.048096438895381,1.1101543760378867,2.3832954056215017,0.4397564425856449,0.5104864997847346,0.9871455809090349,0.3167476474567932,0.10148225598130266,0.14761055415462204,0.21834061135371177,0.02460175902577034,0.8303093671197491,2.134202595485577,0.9287164032228303,1.1470570145765422,1.5099329602066547,0.05639195563636622
252,Westchester Square,6692,42,20,0,69,150,2321,174,95,10,0,0,0,91,0,3702,857,900,0,15387,43.49125885487749,43.49125885487749,0.2729576915578085,0.12997985312276597,0.0,0.4484304932735426,0.9748488984207447,15.084161954896992,1.130824722168064,0.6174043023331384,0.06498992656138299,0.0,0.0,0.0,0.5914083317085852,0.0,24.059270813023982,5.569636706310522,5.849093390524469,0.0,0.2826493719040586
253,Westerleigh-Castleton Corners,6075,61,65,396,1037,750,1167,490,601,57,0,81,0,0,0,1221,999,74,97,31582,19.235640554746375,19.235640554746375,0.1931479956937496,0.20581343803432336,1.2538787917168008,3.283515926793743,2.374770438857577,3.6951428028623896,1.5515166867202839,1.9029827116712053,0.18048255335317587,0.0,0.25647520739661833,0.0,0.0,0.0,3.8661262744601355,3.1631942245582927,0.23431068330061425,0.30713697675891327,0.060906974082535544
254,Whitestone-Beechhurst,9897,151,63,1822,514,4275,223,453,326,8,0,279,0,12,0,1758,545,986,13,28685,34.50235314624368,34.50235314624368,0.5264075300679798,0.2196269827435942,6.351751786648075,1.7918772877810702,14.903259543315322,0.7774097960606589,1.5792225902039394,1.1364824821335193,0.027889140665853233,0.0,0.9726337807216314,0.0,0.041833710998779854,0.0,6.128638661321248,1.8999477078612517,3.437336587066411,0.0453198535820115,0.12028012252481672
255,Williamsbridge-Olinville,21740,161,0,38,183,11,268,260,48,28,0,37,0,2686,0,17810,1568,2008,43,57777,37.62742960001385,37.62742960001385,0.27865759731381,0.0,0.06577011613617875,0.3167350329715977,0.01903871782889385,0.4638523980130501,0.45000605777385466,0.08307804143517317,0.048462190837184345,0.0,0.06403932360627931,0.0,4.648908735309899,0.0,30.825414957509047,2.7138826868823234,3.4754314000380773,0.07442407878567596,0.06512527407102107
256,Williamsburg,16137,1157,1362,662,1542,1632,736,402,703,109,0,168,96,34,984,6170,1120,1701,380,66064,24.42631387745217,24.42631387745217,1.7513320416565752,2.0616372002906274,1.0020586098328894,2.3341002664083312,2.4703317994671834,1.1140712036812788,0.6085008476628724,1.0641196415596996,0.16499152337127634,0.0,0.2542988617098571,0.1453136352627755,0.05146524582223298,1.4894647614434489,9.339428433034632,1.6953257447323806,2.574775974812303,0.5751998062484863,0.036973713183355794
257,Windsor Terrace-South Slope,5072,261,456,254,982,611,330,262,107,8,0,55,18,26,43,1518,745,455,141,25602,19.810952269353958,19.810952269353958,1.0194516053433327,1.781110850714788,0.9921099914069214,3.835637840793688,2.3865323021638933,1.2889617998593859,1.0233575501913914,0.41793609874228577,0.031247558784469963,0.0,0.21482696664323098,0.07030700726505743,0.10155456604952738,0.16795562846652606,5.929224279353176,2.9099289118037652,1.7772049058667292,0.5507382235762831,0.07738048695162081
258,Woodhaven,21605,114,87,119,1499,3528,1542,753,296,0,0,47,0,63,0,13482,2010,6487,75,41182,52.4622407848089,52.4622407848089,0.27681996988975766,0.21125734544218347,0.2889611966393084,3.639939779515322,8.566849594483026,3.744354329561459,1.8284687484823468,0.7187606235734059,0.0,0.0,0.11412753144577727,0.0,0.15297945704433974,0.0,32.73760380748871,4.880773153319411,15.752027584867175,0.18211840124326162,0.12739119223157908
259,Woodlawn Cemetery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
260,Woodside,28845,489,150,788,1329,4182,5904,3999,322,5,0,165,0,30,14,11376,5027,4939,25,47886,60.236812429520114,60.236812429520114,1.0211752913168777,0.31324395439168023,1.6455749070709604,2.775341435910287,8.733241448440046,12.329282044856535,8.351083824082195,0.6724303554274735,0.010441465146389342,0.0,0.3445683498308483,0.0,0.06264879087833605,0.029236102409890156,23.756421501065027,10.497849058179844,10.31407927160339,0.052207325731946704,0.1257921155024853
261,Yankee Stadium-Macombs Dam Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
