,NTAName,total_foreign_born,Europe::Northern Europe,Europe::Western Europe,Europe::Southern Europe,Europe::Eastern Europe,Asia::Eastern Asia,Asia::South Central Asia,Asia::South Eastern Asia,Asia::Western Asia,Africa::Eastern Africa,Africa::Middle Africa,Africa::Northern Africa,Africa::Southern Africa,Africa::Western Africa,Oceania,Americas::Latin America,Americas::Latin America::Central America,Americas::Latin America::South America,Americas::Northern America,total_tract_pop,foreign_born_pct,total_foreign_born_pct,Europe::Northern Europe_pct,Europe::Western Europe_pct,Europe::Southern Europe_pct,Europe::Eastern Europe_pct,Asia::Eastern Asia_pct,Asia::South Central Asia_pct,Asia::South Eastern Asia_pct,Asia::Western Asia_pct,Africa::Eastern Africa_pct,Africa::Middle Africa_pct,Africa::Northern Africa_pct,Africa::Southern Africa_pct,Africa::Western Africa_pct,Oceania_pct,Americas::Latin America_pct,Americas::Latin America::Central America_pct,Americas::Latin America::South America_pct,Americas::Northern America_pct,foreign_born_pct_pct
179,Parkchester,11033,0,19,75,1,134,4299,364,139,165,0,260,0,941,0,4623,711,847,13,29846,36.96642766199826,36.96642766199826,0.0,0.06366012195939154,0.25128995510286134,0.003350532734704818,0.4489713864504456,14.403940226496012,1.2195939154325537,0.4657240501239697,0.5528379012262951,0.0,0.8711385110232527,0.0,3.152851303357234,0.0,15.489512832540376,2.382228774375126,2.837901226294981,0.04355692555116263,0.12385722596662287
180,Pelham Bay Park,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,7.017543859649122,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.017543859649122,0.0,0.0,0.0,12.311480455524777
181,Pelham Bay-Country Club-City Island,6757,326,93,959,1171,551,406,621,79,14,0,9,0,87,19,2195,462,573,156,27665,24.42436291342852,24.42436291342852,1.1783842400144586,0.3361648292065787,3.4664738839689138,4.232785107536598,1.9916862461594071,1.4675582866437737,2.2447135369600577,0.2855593710464486,0.05060545816013013,0.0,0.032532080245797936,0.0,0.3144767757093801,0.06867883607446232,7.934212904391831,1.6699801192842942,2.071209108982469,0.5638893909271643,0.08828614825023864
182,Pelham Gardens,9637,72,27,519,507,254,733,987,64,0,101,0,0,824,0,5350,313,804,136,28561,33.741815762753404,33.741815762753404,0.2520920135849585,0.09453450509435944,1.8171632645915758,1.7751479289940828,0.8893246034802703,2.5664367494135356,3.455761352893806,0.22408178985329646,0.0,0.3536290746122335,0.0,0.0,2.8850530443611917,0.0,18.731837120549,1.0959000035012778,2.8150274850320365,0.47617380343825494,0.11813947607840554
183,Pelham Parkway-Van Nest,8601,11,13,73,720,173,723,318,518,27,4,24,0,356,0,5572,950,1260,12,28565,30.11027481183266,30.11027481183266,0.038508664449501136,0.04551023980395589,0.25555750043759845,2.520567127603711,0.6056362681603361,2.531069490635393,1.1132504813583057,1.813408016803781,0.09452126728513915,0.014003150708909505,0.08401890425345702,0.0,1.246280413092946,0.0,19.50638893751094,3.325748293366007,4.410992473306494,0.04200945212672851,0.10540967901919363
184,Pomonok-Electchester-Hillcrest,14904,25,247,162,789,4261,1881,900,388,325,6,44,62,77,0,5737,773,2504,0,35746,41.694175572091986,41.694175572091986,0.06993789514910759,0.690986404073183,0.4531975605662172,2.2072399709058357,11.920214849213897,5.262127231018855,2.5177642253678734,1.0854361327141497,0.9091926369383987,0.016785094835785823,0.12309069546242936,0.17344597996978683,0.21540871705925138,0.0,16.049348178817212,2.162479718010407,7.004979578134616,0.0,0.11664011517957809
185,Port Richmond,6285,49,15,5,136,346,499,150,77,0,0,217,0,551,0,4240,2360,509,0,20896,30.077526799387442,30.077526799387442,0.23449464012251148,0.07178407350689127,0.023928024502297092,0.6508422664624809,1.6558192955589586,2.3880168453292496,0.7178407350689128,0.3684915773353752,0.0,0.0,1.0384762633996938,0.0,2.6368683001531394,0.0,20.29096477794793,11.294027565084226,2.4358728943338437,0.0,0.14393915964484802
186,Prospect Heights,4482,350,213,115,383,573,228,93,126,13,0,29,1,86,21,1928,342,416,323,23598,18.993135011441648,18.993135011441648,1.4831765403847783,0.9026188660055936,0.4873294346978557,1.6230188999067716,2.4281718789727944,0.966183574879227,0.3941011950165268,0.5339435545385203,0.05508941435714891,0.0,0.12289177048902448,0.004237647258242224,0.3644376642088313,0.08899059242308671,8.170183913891007,1.4492753623188406,1.7628612594287651,1.3687600644122384,0.0804862065066601
187,Prospect Lefferts Gardens-Wingate,15409,561,329,91,123,465,140,80,329,18,102,111,0,627,152,12127,576,1434,154,45402,33.939033522752304,33.939033522752304,1.2356283864146955,0.7246376811594203,0.20043169904409497,0.27091317563102946,1.024183956653892,0.3083564600678384,0.17620369146733625,0.7246376811594203,0.03964583058015066,0.22465970662085372,0.24448262191092904,0.0,1.380996431875248,0.33478701378793885,26.710277080304834,1.268666578564821,3.158451169552002,0.33919210607462225,0.07475228739428286
188,Prospect Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
189,Queens Village,28650,64,61,249,262,1050,4098,2002,149,18,0,34,11,444,0,20131,2034,8038,77,56154,51.02040816326531,51.02040816326531,0.11397229048687538,0.1086298393703031,0.44342344267549955,0.4665740641806461,1.8698578908002992,7.297788225237739,3.5651957117925703,0.26534173878975675,0.0320547066994337,0.0,0.060547779321152545,0.019588987427431707,0.7906827652526979,0.0,35.849627809238875,3.6221818570360083,14.314207358336004,0.13712291199202195,0.09085801218660346
190,Queensboro Hill,12001,29,78,202,57,8059,503,1008,93,0,0,0,0,0,0,1972,453,1431,0,19882,60.36113067095865,60.36113067095865,0.14586057740669953,0.3923146564731918,1.015994366763907,0.2866914797304094,40.534151493813496,2.5299265667437885,5.069912483653556,0.4677597827180364,0.0,0.0,0.0,0.0,0.0,0.0,9.918519263655568,2.2784428125943066,7.197465043758173,0.0,0.30359687491680243
191,Queensbridge-Ravenswood-Dutch Kills,11245,257,80,592,488,1898,2452,331,268,25,22,506,37,90,68,3948,1035,1813,126,27497,40.89537040404408,40.89537040404408,0.9346474160817544,0.2909408299087173,2.152962141324508,1.7747390624431754,6.902571189584318,8.917336436702186,1.203767683747318,0.974651780194203,0.09091900934647416,0.08000872822489725,1.8402007491726369,0.13456013383278176,0.327308433647307,0.24729970542240973,14.3579299559952,3.76404698694403,6.593446557806307,0.4582318071062298,0.14872666255971226
192,Randall's Island,340,0,0,0,44,0,0,13,18,0,0,7,6,19,0,208,78,38,0,2366,14.370245139475909,14.370245139475909,0.0,0.0,0.0,1.8596787827557058,0.0,0.0,0.5494505494505495,0.760777683854607,0.0,0.0,0.2958579881656805,0.25359256128486896,0.8030431107354183,0.0,8.791208791208792,3.296703296703297,1.6060862214708367,0.0,0.6073645452018558
193,Rego Park,15921,308,104,265,2479,3661,3456,1690,618,35,0,237,0,68,0,2935,147,2039,48,29500,53.96949152542373,53.96949152542373,1.0440677966101695,0.3525423728813559,0.8983050847457628,8.403389830508475,12.410169491525423,11.715254237288136,5.728813559322034,2.094915254237288,0.11864406779661016,0.0,0.8033898305084745,0.0,0.2305084745762712,0.0,9.94915254237288,0.4983050847457627,6.911864406779661,0.16271186440677965,0.18294742889974144
194,Richmond Hill,17164,33,35,162,534,589,3917,711,39,0,0,65,9,20,20,10984,2499,5824,37,34013,50.46305824243672,50.46305824243672,0.09702172698674036,0.10290183165260341,0.47628847793490725,1.5699879457854349,1.731690824096669,11.516184988092789,2.0903772087143153,0.11466204098432953,0.0,0.0,0.1911034016405492,0.026460470996383732,0.05880104665863052,0.05880104665863052,32.29353482491988,7.347190779995884,17.12286478699321,0.10878193631846647,0.14836403211253557
195,Ridgewood,29158,342,552,853,7561,1494,1270,1051,206,16,0,653,23,27,20,14815,3189,8565,131,68356,42.65609456375446,42.65609456375446,0.5003218444613494,0.8075370121130552,1.2478787524138335,11.061208964831177,2.185616478436421,1.8579202996079351,1.5375387676282988,0.30136345017262567,0.02340686991632044,0.0,0.9552928784598279,0.033647375504710635,0.03949909298379074,0.02925858739540055,21.673298613142958,4.665281760196618,12.529990052080286,0.1916437474398736,0.062402853537004005
196,Rikers Island,396,0,6,7,5,31,19,35,0,0,0,0,0,0,0,293,126,40,0,3538,11.192764273600904,11.192764273600904,0.0,0.1695873374788016,0.1978518937252685,0.14132278123233466,0.8762012436404749,0.5370265686828717,0.9892594686263425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28151498021481,3.5613340870548336,1.1305822498586773,0.0,0.3163585153646383
197,Riverdale-Spuyten Duyvil,10451,838,402,435,1498,807,757,328,450,88,29,139,73,173,48,4105,486,1128,268,47218,22.13350840781058,22.13350840781058,1.7747469185480111,0.85137024016265,0.9212588419670464,3.172518954635944,1.7090939895802448,1.6032021686644922,0.6946503452073362,0.9530263882417723,0.18636960481172435,0.06141725613113643,0.29437926214579185,0.1546020585369986,0.36638570036850354,0.10165614807912238,8.693718497183278,1.029268499301114,2.388919479859376,0.5675801601084332,0.04687515017114359
198,Rockaway Beach-Arverne-Edgemere,12678,99,117,131,1552,441,776,203,33,5,0,166,0,1319,0,7723,818,3171,91,42459,29.8593937681057,29.8593937681057,0.2331661131915495,0.2755599519536494,0.3085329376575049,3.6552909865988368,1.0386490496714478,1.8276454932994184,0.4781082927059045,0.0777220377305165,0.01177606632280553,0.0,0.39096540191714363,0.0,3.106526295956099,0.0,18.189312042205422,1.9265644504109847,7.468381261923267,0.21432440707506067,0.07032524027439577
199,Rockaway Community Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
200,Rosebank-Shore Acres-Park Hill,8389,19,11,48,1588,2447,714,426,232,0,0,58,0,800,0,1947,343,557,16,22705,36.94780885267562,36.94780885267562,0.08368200836820083,0.04844747852895838,0.21140717903545472,6.994054173089628,10.777361814578287,3.144681788152389,1.8762387139396608,1.0218013653380313,0.0,0.0,0.25545034133450784,0.0,3.523452983924246,0.0,8.575203699625632,1.5106804668575204,2.4532041400572564,0.07046905967848492,0.16272983418927822
201,Rosedale,10896,128,0,60,51,142,33,28,0,9,0,15,0,635,0,9795,428,1276,0,27053,40.27649428898828,40.27649428898828,0.4731453073596274,0.0,0.22178686282482535,0.18851883340110154,0.5248955753520866,0.12198277455365393,0.1035005359849185,0.0,0.0332680294237238,0.0,0.05544671570620634,0.0,2.3472442982294015,0.0,36.20670535615274,1.5820796214837543,4.716667282741286,0.0,0.14887995523227843
202,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,32242,46,269,201,16150,6147,3360,639,2166,14,0,386,16,57,7,2625,858,544,120,65400,49.29969418960244,49.29969418960244,0.07033639143730887,0.41131498470948014,0.3073394495412844,24.694189602446485,9.399082568807339,5.137614678899083,0.9770642201834863,3.311926605504587,0.02140672782874618,0.0,0.5902140672782875,0.024464831804281346,0.0871559633027523,0.01070336391437309,4.013761467889909,1.311926605504587,0.8318042813455658,0.1834862385321101,0.07538179539694563
203,Shirley Chisholm State Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
204,Snug Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,SoHo-Little Italy-Hudson Square,6769,364,464,329,1101,2107,236,309,102,0,0,14,10,46,401,1057,229,375,229,22167,30.536382911535163,30.536382911535163,1.6420805702169892,2.0932016059908873,1.4841882076961248,4.966842603870618,9.505120223756034,1.0646456444263996,1.3939640005413452,0.4601434564893761,0.0,0.0,0.06315694500834573,0.04511210357738981,0.20751567645599314,1.8089953534533316,4.768349348130103,1.0330671719222269,1.6917038841521181,1.0330671719222269,0.13775604687840107
206,Soundview Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
207,Soundview-Bruckner-Bronx River,24303,53,0,98,23,65,1370,108,285,12,33,76,0,1958,0,20031,5426,4361,39,67539,35.98365388886421,35.98365388886421,0.07847317845985283,0.0,0.1451013488502939,0.03405439819955877,0.09624069056397044,2.028457631886762,0.15990760893705858,0.42197841247279355,0.01776751210411762,0.04886065828632346,0.11252757665941159,0.0,2.899065724988525,0.0,29.65841957979834,8.033876723078517,6.457010023838079,0.05774441433838227,0.0532783338350645
208,Soundview-Clason Point,8868,196,0,8,85,7,359,55,0,9,72,0,0,916,0,7161,442,893,0,36633,24.20768159855868,24.20768159855868,0.5350367155297137,0.0,0.02183823328692709,0.23203122867360032,0.0191084541260612,0.9799907187508531,0.1501378538476237,0.0,0.024568012447792973,0.19654409958234378,0.0,0.0,2.5004777113531516,0.0,19.54794857096061,1.2065623891027217,2.4376927906532364,0.0,0.06608162476062206
209,South Jamaica,18211,31,6,0,44,355,4085,116,10,7,16,35,0,956,7,12525,609,5317,18,43086,42.2666295316344,42.2666295316344,0.07194912500580235,0.01392563709789723,0.0,0.10212133871791301,0.8239335282922527,9.481037924151696,0.26922898389267974,0.023209395163162047,0.016246576614213432,0.03713503226105928,0.08123288307106717,0.0,2.218818177598292,0.016246576614213432,29.069767441860467,1.4134521654365688,12.340435408253262,0.04177691129369169,0.09809829070146776
210,South Ozone Park,46126,83,23,198,138,1205,5755,500,102,24,0,60,0,111,0,37867,1694,26358,39,80994,56.94989752327333,56.94989752327333,0.10247672667111143,0.02839716522211522,0.24446255278168755,0.1703829913326913,1.4877645257673409,7.1054646023162205,0.6173296787416351,0.12593525446329357,0.029631824579598485,0.0,0.07407956144899622,0.0,0.137047188680643,0.0,46.752845889819,2.09151295157666,32.54315134454404,0.04815171494184755,0.07031372388482274
211,South Richmond Hill,15384,28,5,88,30,513,4149,187,112,0,10,0,0,22,13,10101,809,7653,43,23428,65.6650162199078,65.6650162199078,0.1195151101246372,0.02134198395082807,0.375618917534574,0.1280519037049684,2.18968755335496,17.709578282397132,0.7981901997609697,0.4780604404985488,0.0,0.04268396790165614,0.0,0.0,0.0939047293836435,0.055489158272152984,43.115075977462865,3.4531330032439813,32.66604063513744,0.1835410619771214,0.2802843444592274
212,South Williamsburg,4450,177,371,10,943,95,353,0,497,0,0,71,0,0,0,1749,267,513,146,46005,9.672861645473319,9.672861645473319,0.3847407890446691,0.8064340832518205,0.02173676774263667,2.0497771981306383,0.20649929355504837,0.7673079013150744,0.0,1.0803173568090425,0.0,0.0,0.15433105097272035,0.0,0.0,0.0,3.8017606781871534,0.5803716987283991,1.1150961851972612,0.3173568090424954,0.021025674699431188
213,Spring Creek Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
214,Spring Creek-Starrett City,5313,19,0,20,1490,436,501,0,40,0,5,43,80,132,0,2547,219,389,0,16047,33.10899233501589,33.10899233501589,0.11840219355642799,0.0,0.12463388795413474,9.285224652583038,2.717018757400137,3.122078893251075,0.0,0.24926777590826948,0.0,0.031158471988533686,0.26796285910138967,0.49853555181653897,0.8225836604972891,0.0,15.872125630959058,1.3647410730977754,2.4241291207079207,0.0,0.20632512204783382
215,Springfield Gardens (North)-Rochdale Village,11700,66,12,36,0,113,248,21,0,48,16,20,0,648,0,10249,98,1670,0,33004,35.45024845473276,35.45024845473276,0.1999757605138771,0.03635922918434129,0.10907768755302387,0.0,0.3423827414858805,0.75142406980972,0.06362865107259726,0.0,0.14543691673736517,0.04847897224578839,0.06059871530723549,0.0,1.9633983759544296,0.0,31.053811659192824,0.2969337050054539,5.059992728154163,0.0,0.10741197568395575
216,Springfield Gardens (South)-Brookville,10121,72,67,5,29,34,403,20,54,0,115,162,0,445,0,8630,367,1212,13,24507,41.29840453747909,41.29840453747909,0.29379360998898274,0.27339127596197005,0.02040233402701269,0.11833353735667361,0.1387358713836863,1.6444281225772228,0.08160933610805075,0.22034520749173708,0.0,0.4692536826212919,0.6610356224752112,0.0,1.8158077284041296,0.0,35.214428530623906,1.4975313175827316,4.945525768147876,0.05304606847023299,0.16851676883126895
217,St. Albans,22710,140,14,0,50,108,674,153,205,0,4,0,0,840,0,20194,694,5098,113,55408,40.98686110308981,40.98686110308981,0.2526710944267976,0.02526710944267976,0.0,0.09023967658099913,0.19491770141495812,1.2164308403118682,0.2761334103378573,0.36998267398209644,0.0,0.007219174126479931,0.0,0.0,1.5160265665607855,0.0,36.44600057753393,1.252526710944268,9.20083742419867,0.20394166907305805,0.07397282180026316
218,St. George-New Brighton,4841,0,55,2,645,346,605,174,22,0,0,102,0,579,0,2287,897,283,24,20225,23.935723114956737,23.935723114956737,0.0,0.2719406674907293,0.009888751545117428,3.189122373300371,1.7107540173053153,2.991347342398022,0.8603213844252163,0.10877626699629171,0.0,0.0,0.5043263288009888,0.0,2.862793572311496,0.0,11.30778739184178,4.435105067985167,1.3992583436341162,0.11866501854140915,0.1183472094682657
219,St. John Cemetery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
220,St. Michael's Cemetery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
221,Stuyvesant Town-Peter Cooper Village,5424,472,558,472,544,963,541,400,266,19,0,15,0,0,0,905,72,625,269,21963,24.696079770523152,24.696079770523152,2.149068888585348,2.540636525064882,2.149068888585348,2.4768929563356554,4.38464690616036,2.4632336201793925,1.821244820835041,1.211127805855302,0.08650912898966444,0.0,0.06829668078131403,0.0,0.0,0.0,4.12056640713928,0.3278240677503073,2.845695032554751,1.224787142011565,0.11244401844248578
222,Sunnyside,22511,411,206,195,1648,2520,4490,1921,661,31,20,403,18,138,55,9724,3042,5510,70,47507,47.38459595428042,47.38459595428042,0.8651356642179047,0.4336203085861031,0.4104658260887869,3.468962468688825,5.304481444839708,9.451238764813606,4.043614625213126,1.3913739027932726,0.0652535415833456,0.04209905908602943,0.848296040583493,0.037889153177426485,0.29048350769360304,0.11577241248658093,20.46856252762751,6.403266886985076,11.598290778201108,0.147346706801103,0.09974234524234413
223,Sunnyside Yards (North),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.66115702479339
224,Sunnyside Yards (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
225,Sunset Park (Central),24304,85,31,115,328,14842,647,275,91,36,0,72,0,11,19,7741,4541,1212,11,43324,56.098236543255474,56.098236543255474,0.19619610377619798,0.07155387314190749,0.2654417874619149,0.757086141630505,34.25814790878035,1.493398578155295,0.6347521004524052,0.21004524051334134,0.0830948204228603,0.0,0.1661896408457206,0.0,0.025390084018096205,0.04385559966762072,17.867694580371158,10.48148832056135,2.797525620902964,0.025390084018096205,0.12948535810002648
226,Sunset Park (East)-Borough Park (West),16952,112,77,73,959,10342,727,473,145,0,0,38,0,0,0,3969,2259,1172,37,30883,54.891040378201595,54.891040378201595,0.3626590680957161,0.24932810931580482,0.2363759997409578,3.105268270569569,33.487679305766925,2.354045915228443,1.5315869572256582,0.4695139720882039,0.0,0.0,0.12304504096104653,0.0,0.0,0.0,12.851730725641938,7.314703882394845,3.794968105430172,0.11980701356733478,0.1777386924139546
227,Sunset Park (West),18257,146,148,66,452,3042,369,564,188,31,0,396,0,44,80,12497,6768,2255,177,51327,35.569972918736724,35.569972918736724,0.28445067897987414,0.28834726362343405,0.12858729323747736,0.8806281294445418,5.926705242854638,0.7189198667368052,1.0988368694838972,0.36627895649463243,0.06039706197517875,0.0,0.7715237594248642,0.0,0.08572486215831823,0.15586338574239678,24.347809145284156,13.186042433806769,4.393399185613809,0.3448477409550529,0.06930070512349587
228,The Battery-Governors Island-Ellis Island-Liberty Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
229,The Evergreens Cemetery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
230,Throgs Neck-Schuylerville,9519,224,38,763,374,398,674,757,171,20,0,17,15,290,0,5727,844,1612,20,48695,19.548208234931717,19.548208234931717,0.4600061607967964,0.0780367594208851,1.5668959852140878,0.7680460006160796,0.817332374987165,1.3841256802546462,1.5545743916213164,0.35116541739398294,0.0410719786425711,0.0,0.03491118184618544,0.03080398398192833,0.595543690317281,0.0,11.760961084300236,1.7332374987165007,3.310401478591231,0.0410719786425711,0.040144179556282404
231,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,8905,111,60,556,1379,977,2294,645,1067,9,0,136,0,121,0,1370,341,652,170,33699,26.425116472298882,26.425116472298882,0.32938662868334373,0.17804682631532093,1.649900590521974,4.092109558147126,2.8991958218344758,6.80732365945577,1.9140033828897,3.166266061307457,0.02670702394729814,0.0,0.4035728063147275,0.0,0.3590610997358972,0.0,4.065402534199828,1.0118994628920739,1.9347755126264874,0.5044660078934093,0.07841513538175875
232,Tompkinsville-Stapleton-Clifton-Fox Hills,5399,8,24,90,486,504,315,119,672,14,6,105,0,776,0,2185,1515,57,29,17596,30.68310979768129,30.68310979768129,0.04546487838145033,0.136394635144351,0.5114798817913162,2.7619913616731075,2.8642873380313705,1.7901795862696068,0.6762900659240736,3.819049784041827,0.07956353716753807,0.03409865878608775,0.5967265287565355,0.0,4.410093203000682,0.0,12.417594907933621,8.609911343487155,0.3239372584678336,0.16481018413275744,0.17437548191453336
233,Tottenville-Charleston,2081,0,27,448,565,364,105,16,18,0,0,166,0,0,0,356,271,48,0,16845,12.353814188186405,12.353814188186405,0.0,0.16028495102404272,2.6595428910655983,3.354111012169783,2.1608785989907986,0.6233303650934996,0.09498367468091422,0.10685663401602849,0.0,0.0,0.985455624814485,0.0,0.0,0.0,2.1133867616503417,1.6087859899079844,0.28495102404274264,0.0,0.07333816674494749
234,Tremont,10686,0,5,35,33,0,55,0,88,26,0,35,0,2412,0,7847,1794,557,74,32551,32.82848453196522,32.82848453196522,0.0,0.015360511197812662,0.10752357838468864,0.10137937390556358,0.0,0.1689656231759393,0.0,0.2703449970815029,0.07987465822862586,0.0,0.10752357838468864,0.0,7.409910601824829,0.0,24.106786273847195,5.511351417775184,1.7111609474363305,0.22733556572762742,0.10085246085209433
235,Tribeca-Civic Center,5258,449,388,176,206,1854,391,121,159,0,0,0,50,186,102,993,342,253,177,23257,22.60824697940405,22.60824697940405,1.9306015393214946,1.6683149159392872,0.7567614051683365,0.8857548265038482,7.971793438534634,1.6812142580728384,0.5202734660532312,0.683665133078213,0.0,0.0,0.0,0.21498903555918647,0.7997592122801737,0.43857763254074045,4.269682246205443,1.4705250032248354,1.0878445199294837,0.7610611858795201,0.09721050427571935
236,United Nations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
237,University Heights (North)-Fordham,19127,6,51,172,19,115,212,529,0,25,16,0,0,334,0,17527,2441,1193,35,44356,43.121561908197314,43.121561908197314,0.013526918567950222,0.11497880782757688,0.387771665614573,0.042835242131842366,0.2592659392190459,0.4779511227342412,1.192623320407611,0.0,0.05636216069979259,0.03607178284786726,0.0,0.0,0.752998466949229,0.0,39.51438362341059,5.503201370727749,2.689602308594102,0.07890702497970963,0.09721697607583488
238,University Heights (South)-Morris Heights,23151,42,42,9,40,95,439,0,70,208,27,0,0,2891,0,18944,1996,646,12,53958,42.90559323918603,42.90559323918603,0.07783831869231625,0.07783831869231625,0.016679639719782053,0.07413173208792023,0.17606286370881055,0.8135957596649245,0.0,0.1297305311538604,0.38548500685718523,0.050038919159346155,0.0,0.0,5.357870936654435,0.0,35.108788316839025,3.69917343118722,1.1972274732199117,0.022239519626376072,0.07951664857701551
239,Upper East Side-Carnegie Hill,10982,1059,1004,645,1191,1204,1371,284,355,85,0,168,38,0,327,2312,543,1135,899,54062,20.31371388405904,20.31371388405904,1.95886204727905,1.8571270023306572,1.1930746180311493,2.203026155155192,2.227072620324812,2.5359772113499317,0.5253227775516999,0.6566534719396249,0.15722688764751583,0.0,0.31075431911509005,0.07028966741888942,0.0,0.6048610854204433,4.27657134401243,1.0044023528541304,2.099441382116829,1.6629055528837262,0.03757484718297333
240,Upper East Side-Lenox Hill-Roosevelt Island,23005,1281,2015,647,2713,4684,2800,721,1777,133,61,657,109,491,438,3808,734,2442,472,79296,29.01155165456013,29.01155165456013,1.6154661016949152,2.54111178369653,0.8159301856335754,3.4213579499596447,5.906981436642454,3.531073446327684,0.9092514124293785,2.2409705407586764,0.16772598870056496,0.07692695722356739,0.8285411622276029,0.13745964487489912,0.6191989507667474,0.552360774818402,4.80225988700565,0.9256456820016141,3.0796004842615012,0.5952380952380952,0.03658639988720759
241,Upper East Side-Yorkville,16939,1015,1204,702,1982,2380,2445,955,1100,325,15,878,267,79,325,2682,737,1251,568,78950,21.455351488283725,21.455351488283725,1.285623812539582,1.5250158328055732,0.889170360987967,2.5104496516782775,3.014566181127296,3.096896770107663,1.2096263457884737,1.3932868904369855,0.41165294490183657,0.018999366687777075,1.1120962634578848,0.3381887270424319,0.10006333122229258,0.41165294490183657,3.3970867637745408,0.9335022165927803,1.584547181760608,0.7194426852438253,0.027175872689403073
242,Upper West Side (Central),20014,1544,1364,831,3013,1762,1065,621,955,207,21,29,296,147,1318,5700,1811,1650,1113,99128,20.190057299652974,20.190057299652974,1.5575821160519732,1.3759987087402148,0.8383100637559519,3.0395044790573804,1.7774997982406584,1.0743684932612378,0.6264627552255669,0.9634008554596079,0.20882091840852235,0.021184730853038496,0.029255104511338878,0.29860382535711405,0.14829311597126948,1.3295940602049874,5.75014123153902,1.8269308368977482,1.6645145670244534,1.1227907352110402,0.02036766332383683
243,Upper West Side-Lincoln Square,18362,880,1291,1229,2010,4982,1454,1327,647,56,23,527,147,75,419,2479,346,1094,760,68212,26.919017181727554,26.919017181727554,1.290095584354659,1.8926288629566645,1.8017357649680408,2.9466955960828005,7.303700228698763,2.131589749604175,1.9454055004984458,0.9485134580425731,0.08209699173166012,0.033718407318360406,0.7725913329033014,0.21550460329560783,0.1099513282120448,0.6142614202779569,3.634257901835454,0.5072421274849,1.6038233741863601,1.1141734592153874,0.03946375591058399
244,Upper West Side-Manhattan Valley,11950,573,258,343,939,2693,511,392,417,245,0,89,176,97,65,4926,1145,1184,164,51421,23.239532486727214,23.239532486727214,1.1143307209116897,0.5017405340230645,0.6670426479453919,1.8261021761537117,5.237159915209739,0.9937574142859921,0.7623344547947336,0.8109527235954181,0.4764590342467085,0.0,0.17308103693043697,0.34227261235681916,0.18863888294665604,0.12640749888177982,9.579743684486882,2.226716711071352,2.30256121040042,0.3189358433324906,0.04519463348967778
245,Van Cortlandt Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Wakefield-Woodlawn,20880,661,0,316,270,61,295,185,44,31,12,54,0,2505,0,16348,878,3358,40,49697,42.01460852767773,42.01460852767773,1.3300601645974606,0.0,0.6358532708211764,0.5432923516510051,0.12274382759522708,0.5935971990260982,0.3722558705756887,0.08853653138016379,0.0623780107451154,0.02414632674004467,0.10865847033020101,0.0,5.040545706984325,0.0,32.89534579552086,1.7667062398132685,6.7569470994225,0.0804877558001489,0.08454153878036447
