Arrest Date,1 Convicted Criminal,2 Pending Criminal Charges,3 Other Immigration Violator,1 Convicted Criminal (7-day avg),2 Pending Criminal Charges (7-day avg),3 Other Immigration Violator (7-day avg)
2024-12-18,2.0,0.0,2.0,1.4285714285714286,0.5714285714285714,3.142857142857143
2024-12-19,3.0,1.0,0.0,1.8571428571428572,0.7142857142857143,2.4285714285714284
2024-12-20,2.0,1.0,0.0,1.7142857142857142,0.7142857142857143,2.2857142857142856
2024-12-21,0.0,0.0,0.0,1.7142857142857142,0.7142857142857143,2.2857142857142856
2024-12-22,0.0,0.0,0.0,1.7142857142857142,0.7142857142857143,2.2857142857142856
2024-12-23,0.0,0.0,1.0,1.5714285714285714,0.42857142857142855,1.4285714285714286
2024-12-24,1.0,0.0,0.0,1.1428571428571428,0.2857142857142857,0.42857142857142855
2024-12-25,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.14285714285714285
2024-12-26,0.0,1.0,2.0,0.42857142857142855,0.2857142857142857,0.42857142857142855
2024-12-27,3.0,0.0,4.0,0.5714285714285714,0.14285714285714285,1.0
2024-12-28,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,1.0
2024-12-29,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,1.0
2024-12-30,1.0,0.0,5.0,0.7142857142857143,0.14285714285714285,1.5714285714285714
2024-12-31,1.0,0.0,0.0,0.7142857142857143,0.14285714285714285,1.5714285714285714
2025-01-01,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,1.5714285714285714
2025-01-02,0.0,0.0,5.0,0.7142857142857143,0.0,2.0
2025-01-03,1.0,0.0,0.0,0.42857142857142855,0.0,1.4285714285714286
2025-01-04,0.0,0.0,0.0,0.42857142857142855,0.0,1.4285714285714286
2025-01-05,0.0,0.0,0.0,0.42857142857142855,0.0,1.4285714285714286
2025-01-06,2.0,0.0,3.0,0.5714285714285714,0.0,1.1428571428571428
2025-01-07,2.0,0.0,2.0,0.7142857142857143,0.0,1.4285714285714286
2025-01-08,4.0,0.0,2.0,1.2857142857142858,0.0,1.7142857142857142
2025-01-09,1.0,0.0,0.0,1.4285714285714286,0.0,1.0
2025-01-10,1.0,0.0,2.0,1.4285714285714286,0.0,1.2857142857142858
2025-01-11,0.0,0.0,0.0,1.4285714285714286,0.0,1.2857142857142858
2025-01-12,1.0,0.0,0.0,1.5714285714285714,0.0,1.2857142857142858
2025-01-13,1.0,5.0,4.0,1.4285714285714286,0.7142857142857143,1.4285714285714286
2025-01-14,2.0,1.0,2.0,1.4285714285714286,0.8571428571428571,1.4285714285714286
2025-01-15,6.0,3.0,6.0,1.7142857142857142,1.2857142857142858,2.0
2025-01-16,4.0,0.0,3.0,2.142857142857143,1.2857142857142858,2.4285714285714284
2025-01-17,1.0,0.0,3.0,2.142857142857143,1.2857142857142858,2.5714285714285716
2025-01-18,0.0,0.0,0.0,2.142857142857143,1.2857142857142858,2.5714285714285716
2025-01-19,0.0,0.0,0.0,2.0,1.2857142857142858,2.5714285714285716
2025-01-20,0.0,0.0,0.0,1.8571428571428572,0.5714285714285714,2.0
2025-01-21,0.0,0.0,0.0,1.5714285714285714,0.42857142857142855,1.7142857142857142
2025-01-22,6.0,4.0,4.0,1.5714285714285714,0.5714285714285714,1.4285714285714286
2025-01-23,4.0,2.0,3.0,1.5714285714285714,0.8571428571428571,1.4285714285714286
2025-01-24,6.0,0.0,1.0,2.2857142857142856,0.8571428571428571,1.1428571428571428
2025-01-25,1.0,0.0,0.0,2.4285714285714284,0.8571428571428571,1.1428571428571428
2025-01-26,0.0,0.0,0.0,2.4285714285714284,0.8571428571428571,1.1428571428571428
2025-01-27,4.0,2.0,2.0,3.0,1.1428571428571428,1.4285714285714286
2025-01-28,12.0,5.0,21.0,4.714285714285714,1.8571428571428572,4.428571428571429
2025-01-29,7.0,2.0,2.0,4.857142857142857,1.5714285714285714,4.142857142857143
2025-01-30,4.0,2.0,5.0,4.857142857142857,1.5714285714285714,4.428571428571429
2025-01-31,10.0,3.0,5.0,5.428571428571429,2.0,5.0
2025-02-01,2.0,0.0,0.0,5.571428571428571,2.0,5.0
2025-02-02,0.0,1.0,1.0,5.571428571428571,2.142857142857143,5.142857142857143
2025-02-03,13.0,1.0,12.0,6.857142857142857,2.0,6.571428571428571
2025-02-04,6.0,0.0,0.0,6.0,1.2857142857142858,3.5714285714285716
2025-02-05,6.0,4.0,5.0,5.857142857142857,1.5714285714285714,4.0
2025-02-06,2.0,3.0,5.0,5.571428571428571,1.7142857142857142,4.0
2025-02-07,6.0,2.0,3.0,5.0,1.5714285714285714,3.7142857142857144
2025-02-08,3.0,0.0,0.0,5.142857142857143,1.5714285714285714,3.7142857142857144
2025-02-09,0.0,0.0,0.0,5.142857142857143,1.4285714285714286,3.5714285714285716
2025-02-10,6.0,0.0,7.0,4.142857142857143,1.2857142857142858,2.857142857142857
2025-02-11,9.0,3.0,9.0,4.571428571428571,1.7142857142857142,4.142857142857143
2025-02-12,2.0,1.0,4.0,4.0,1.2857142857142858,4.0
2025-02-13,11.0,0.0,3.0,5.285714285714286,0.8571428571428571,3.7142857142857144
2025-02-14,4.0,1.0,2.0,5.0,0.7142857142857143,3.5714285714285716
2025-02-15,2.0,1.0,0.0,4.857142857142857,0.8571428571428571,3.5714285714285716
2025-02-16,0.0,0.0,0.0,4.857142857142857,0.8571428571428571,3.5714285714285716
2025-02-17,2.0,0.0,0.0,4.285714285714286,0.8571428571428571,2.5714285714285716
2025-02-18,8.0,2.0,12.0,4.142857142857143,0.7142857142857143,3.0
2025-02-19,8.0,1.0,4.0,5.0,0.7142857142857143,3.0
2025-02-20,9.0,3.0,5.0,4.714285714285714,1.1428571428571428,3.2857142857142856
2025-02-21,7.0,2.0,2.0,5.142857142857143,1.2857142857142858,3.2857142857142856
2025-02-22,0.0,1.0,0.0,4.857142857142857,1.2857142857142858,3.2857142857142856
2025-02-23,2.0,0.0,0.0,5.142857142857143,1.2857142857142858,3.2857142857142856
2025-02-24,5.0,4.0,3.0,5.571428571428571,1.8571428571428572,3.7142857142857144
2025-02-25,6.0,6.0,13.0,5.285714285714286,2.4285714285714284,3.857142857142857
2025-02-26,6.0,3.0,4.0,5.0,2.7142857142857144,3.857142857142857
2025-02-27,8.0,2.0,10.0,4.857142857142857,2.5714285714285716,4.571428571428571
2025-02-28,6.0,1.0,4.0,4.714285714285714,2.4285714285714284,4.857142857142857
2025-03-01,0.0,1.0,0.0,4.714285714285714,2.4285714285714284,4.857142857142857
2025-03-02,1.0,0.0,0.0,4.571428571428571,2.4285714285714284,4.857142857142857
2025-03-03,3.0,1.0,1.0,4.285714285714286,2.0,4.571428571428571
2025-03-04,9.0,2.0,4.0,4.714285714285714,1.4285714285714286,3.2857142857142856
2025-03-05,4.0,5.0,3.0,4.428571428571429,1.7142857142857142,3.142857142857143
2025-03-06,7.0,1.0,1.0,4.285714285714286,1.5714285714285714,1.8571428571428572
2025-03-07,2.0,0.0,0.0,3.7142857142857144,1.4285714285714286,1.2857142857142858
2025-03-08,0.0,1.0,0.0,3.7142857142857144,1.4285714285714286,1.2857142857142858
2025-03-09,0.0,1.0,3.0,3.5714285714285716,1.5714285714285714,1.7142857142857142
2025-03-10,1.0,1.0,2.0,3.2857142857142856,1.5714285714285714,1.8571428571428572
2025-03-11,4.0,3.0,5.0,2.5714285714285716,1.7142857142857142,2.0
2025-03-12,7.0,4.0,3.0,3.0,1.5714285714285714,2.0
2025-03-13,7.0,2.0,1.0,3.0,1.7142857142857142,2.0
2025-03-14,4.0,7.0,5.0,3.2857142857142856,2.7142857142857144,2.7142857142857144
2025-03-15,0.0,0.0,0.0,3.2857142857142856,2.5714285714285716,2.7142857142857144
2025-03-16,1.0,0.0,1.0,3.4285714285714284,2.4285714285714284,2.4285714285714284
2025-03-17,5.0,4.0,5.0,4.0,2.857142857142857,2.857142857142857
2025-03-18,13.0,3.0,1.0,5.285714285714286,2.857142857142857,2.2857142857142856
2025-03-19,2.0,1.0,2.0,4.571428571428571,2.4285714285714284,2.142857142857143
2025-03-20,2.0,0.0,3.0,3.857142857142857,2.142857142857143,2.4285714285714284
2025-03-21,10.0,0.0,6.0,4.714285714285714,1.1428571428571428,2.5714285714285716
2025-03-22,0.0,0.0,0.0,4.714285714285714,1.1428571428571428,2.5714285714285716
2025-03-23,0.0,0.0,0.0,4.571428571428571,1.1428571428571428,2.4285714285714284
2025-03-24,6.0,1.0,5.0,4.714285714285714,0.7142857142857143,2.4285714285714284
2025-03-25,8.0,3.0,3.0,4.0,0.7142857142857143,2.7142857142857144
2025-03-26,2.0,4.0,9.0,4.0,1.1428571428571428,3.7142857142857144
2025-03-27,5.0,3.0,4.0,4.428571428571429,1.5714285714285714,3.857142857142857
2025-03-28,8.0,2.0,6.0,4.142857142857143,1.8571428571428572,3.857142857142857
2025-03-29,0.0,0.0,0.0,4.142857142857143,1.8571428571428572,3.857142857142857
2025-03-30,1.0,0.0,0.0,4.285714285714286,1.8571428571428572,3.857142857142857
2025-03-31,1.0,5.0,6.0,3.5714285714285716,2.4285714285714284,4.0
2025-04-01,7.0,0.0,4.0,3.4285714285714284,2.0,4.142857142857143
2025-04-02,3.0,3.0,8.0,3.5714285714285716,1.8571428571428572,4.0
2025-04-03,3.0,2.0,5.0,3.2857142857142856,1.7142857142857142,4.142857142857143
2025-04-04,5.0,2.0,0.0,2.857142857142857,1.7142857142857142,3.2857142857142856
2025-04-05,0.0,1.0,0.0,2.857142857142857,1.8571428571428572,3.2857142857142856
