Arrest Date,1 Convicted Criminal,2 Pending Criminal Charges,3 Other Immigration Violator,1 Convicted Criminal (7-day avg),2 Pending Criminal Charges (7-day avg),3 Other Immigration Violator (7-day avg)
2025-04-06,7.0,3.0,4.0,3.7142857142857144,2.2857142857142856,3.857142857142857
2025-04-07,20.0,10.0,10.0,6.428571428571429,3.0,4.428571428571429
2025-04-08,12.0,6.0,9.0,7.142857142857143,3.857142857142857,5.142857142857143
2025-04-09,12.0,4.0,19.0,8.428571428571429,4.0,6.714285714285714
2025-04-10,13.0,8.0,15.0,9.857142857142858,4.857142857142857,8.142857142857142
2025-04-11,14.0,7.0,14.0,11.142857142857142,5.571428571428571,10.142857142857142
2025-04-12,3.0,6.0,7.0,11.571428571428571,6.285714285714286,11.142857142857142
2025-04-13,0.0,0.0,0.0,10.571428571428571,5.857142857142857,10.571428571428571
2025-04-14,4.0,2.0,3.0,8.285714285714286,4.714285714285714,9.571428571428571
2025-04-15,9.0,1.0,2.0,7.857142857142857,4.0,8.571428571428571
2025-04-16,4.0,3.0,8.0,6.714285714285714,3.857142857142857,7.0
2025-04-17,3.0,1.0,5.0,5.285714285714286,2.857142857142857,5.571428571428571
2025-04-18,4.0,0.0,2.0,3.857142857142857,1.8571428571428572,3.857142857142857
2025-04-19,0.0,0.0,0.0,3.4285714285714284,1.0,2.857142857142857
2025-04-20,0.0,0.0,0.0,3.4285714285714284,1.0,2.857142857142857
2025-04-21,1.0,1.0,3.0,3.0,0.8571428571428571,2.857142857142857
2025-04-22,7.0,4.0,1.0,2.7142857142857144,1.2857142857142858,2.7142857142857144
2025-04-23,1.0,4.0,6.0,2.2857142857142856,1.4285714285714286,2.4285714285714284
2025-04-24,3.0,3.0,3.0,2.2857142857142856,1.7142857142857142,2.142857142857143
2025-04-25,3.0,2.0,2.0,2.142857142857143,2.0,2.142857142857143
2025-04-26,0.0,1.0,0.0,2.142857142857143,2.142857142857143,2.142857142857143
2025-04-27,1.0,1.0,0.0,2.2857142857142856,2.2857142857142856,2.142857142857143
2025-04-28,4.0,5.0,4.0,2.7142857142857144,2.857142857142857,2.2857142857142856
2025-04-29,6.0,2.0,4.0,2.5714285714285716,2.5714285714285716,2.7142857142857144
2025-04-30,6.0,0.0,9.0,3.2857142857142856,2.0,3.142857142857143
2025-05-01,5.0,1.0,3.0,3.5714285714285716,1.7142857142857142,3.142857142857143
2025-05-02,5.0,1.0,3.0,3.857142857142857,1.5714285714285714,3.2857142857142856
2025-05-03,2.0,1.0,0.0,4.142857142857143,1.5714285714285714,3.2857142857142856
2025-05-04,0.0,0.0,0.0,4.0,1.4285714285714286,3.2857142857142856
2025-05-05,2.0,1.0,1.0,3.7142857142857144,0.8571428571428571,2.857142857142857
2025-05-06,10.0,1.0,1.0,4.285714285714286,0.7142857142857143,2.4285714285714284
2025-05-07,3.0,1.0,4.0,3.857142857142857,0.8571428571428571,1.7142857142857142
2025-05-08,2.0,0.0,4.0,3.4285714285714284,0.7142857142857143,1.8571428571428572
2025-05-09,4.0,2.0,2.0,3.2857142857142856,0.8571428571428571,1.7142857142857142
2025-05-10,1.0,0.0,0.0,3.142857142857143,0.7142857142857143,1.7142857142857142
2025-05-11,0.0,0.0,0.0,3.142857142857143,0.7142857142857143,1.7142857142857142
2025-05-12,7.0,3.0,3.0,3.857142857142857,1.0,2.0
2025-05-13,3.0,3.0,3.0,2.857142857142857,1.2857142857142858,2.2857142857142856
2025-05-14,7.0,2.0,4.0,3.4285714285714284,1.4285714285714286,2.2857142857142856
2025-05-15,5.0,1.0,4.0,3.857142857142857,1.5714285714285714,2.2857142857142856
2025-05-16,4.0,8.0,3.0,3.857142857142857,2.4285714285714284,2.4285714285714284
2025-05-17,0.0,1.0,0.0,3.7142857142857144,2.5714285714285716,2.4285714285714284
2025-05-18,1.0,0.0,0.0,3.857142857142857,2.5714285714285716,2.4285714285714284
2025-05-19,2.0,6.0,3.0,3.142857142857143,3.0,2.4285714285714284
2025-05-20,6.0,4.0,3.0,3.5714285714285716,3.142857142857143,2.4285714285714284
2025-05-21,2.0,3.0,25.0,2.857142857142857,3.2857142857142856,5.428571428571429
2025-05-22,7.0,3.0,10.0,3.142857142857143,3.5714285714285716,6.285714285714286
2025-05-23,6.0,2.0,9.0,3.4285714285714284,2.7142857142857144,7.142857142857143
2025-05-24,2.0,0.0,1.0,3.7142857142857144,2.5714285714285716,7.285714285714286
2025-05-25,0.0,2.0,1.0,3.5714285714285716,2.857142857142857,7.428571428571429
2025-05-26,2.0,2.0,1.0,3.5714285714285716,2.2857142857142856,7.142857142857143
2025-05-27,4.0,9.0,12.0,3.2857142857142856,3.0,8.428571428571429
2025-05-28,6.0,11.0,51.0,3.857142857142857,4.142857142857143,12.142857142857142
2025-05-29,4.0,3.0,50.0,3.4285714285714284,4.142857142857143,17.857142857142858
2025-05-30,3.0,7.0,20.0,3.0,4.857142857142857,19.428571428571427
2025-05-31,2.0,2.0,0.0,3.0,5.142857142857143,19.285714285714285
2025-06-01,8.0,5.0,12.0,4.142857142857143,5.571428571428571,20.857142857142858
2025-06-02,16.0,6.0,38.0,6.142857142857143,6.142857142857143,26.142857142857142
2025-06-03,11.0,6.0,96.0,7.142857142857143,5.714285714285714,38.142857142857146
2025-06-04,13.0,8.0,97.0,8.142857142857142,5.285714285714286,44.714285714285715
2025-06-05,6.0,8.0,40.0,8.428571428571429,6.0,43.285714285714285
2025-06-06,7.0,2.0,13.0,9.0,5.285714285714286,42.285714285714285
2025-06-07,2.0,6.0,10.0,9.0,5.857142857142857,43.714285714285715
2025-06-08,3.0,2.0,5.0,8.285714285714286,5.428571428571429,42.714285714285715
2025-06-09,7.0,2.0,20.0,7.0,4.857142857142857,40.142857142857146
2025-06-10,10.0,8.0,29.0,6.857142857142857,5.142857142857143,30.571428571428573
2025-06-11,9.0,6.0,22.0,6.285714285714286,4.857142857142857,19.857142857142858
2025-06-12,7.0,2.0,33.0,6.428571428571429,4.0,18.857142857142858
2025-06-13,2.0,1.0,4.0,5.714285714285714,3.857142857142857,17.571428571428573
2025-06-14,0.0,0.0,0.0,5.428571428571429,3.0,16.142857142857142
2025-06-15,0.0,1.0,0.0,5.0,2.857142857142857,15.428571428571429
2025-06-16,7.0,10.0,25.0,5.0,4.0,16.142857142857142
2025-06-17,6.0,6.0,24.0,4.428571428571429,3.7142857142857144,15.428571428571429
2025-06-18,8.0,3.0,14.0,4.285714285714286,3.2857142857142856,14.285714285714286
2025-06-19,5.0,3.0,8.0,4.0,3.4285714285714284,10.714285714285714
2025-06-20,8.0,1.0,15.0,4.857142857142857,3.4285714285714284,12.285714285714286
2025-06-21,2.0,2.0,21.0,5.142857142857143,3.7142857142857144,15.285714285714286
2025-06-22,1.0,0.0,30.0,5.285714285714286,3.5714285714285716,19.571428571428573
2025-06-23,6.0,6.0,23.0,5.142857142857143,3.0,19.285714285714285
2025-06-24,8.0,4.0,30.0,5.428571428571429,2.7142857142857144,20.142857142857142
2025-06-25,4.0,6.0,48.0,4.857142857142857,3.142857142857143,25.0
2025-06-26,4.0,5.0,56.0,4.714285714285714,3.4285714285714284,31.857142857142858
